Cross-Validation Mean MSE,Cross-Validation Std MSE,Training MAE,Training MSE,Training RMSE,Training R²,Training Explained Variance,Training MedAE,Training MAPE,Normalized RMSE,CVRMSE,Residual Mean,Residual Std
1524.8078985966122,106.82835710141995,14.021525421627855,533.7487959199078,23.103004045359725,0.8115780267438337,0.811599462991299,7.727003174603183,92.17307425520946,0.08192554626014087,0.5884444573526082,-0.24642062873777076,23.10168982550065
