Player,Player Id,Season,Date,Home-Game,Minutes Played,Home Game
Agustín Rossi,352324,2023,2024-04-10,1,90,Home
Agustín Rossi,352324,2023,2024-04-24,0,90,Away
Agustín Rossi,352324,2023,2024-05-07,0,90,Away
Agustín Rossi,352324,2023,2024-05-15,1,90,Home
Agustín Rossi,352324,2023,2024-05-28,1,90,Home
Agustín Rossi,352324,2023,2024-08-15,1,90,Home
Agustín Rossi,352324,2023,2024-08-22,0,90,Away
Agustín Rossi,352324,2023,2024-09-19,1,90,Home
Agustín Rossi,352324,2023,2024-09-26,0,90,Away
Agustín Rossi,352324,2023,2024-04-17,1,90,Home
Agustín Rossi,352324,2023,2024-04-21,0,90,Away
Agustín Rossi,352324,2023,2024-04-28,1,90,Home
Agustín Rossi,352324,2023,2024-05-04,0,90,Away
Agustín Rossi,352324,2023,2024-05-11,1,90,Home
Agustín Rossi,352324,2023,2024-06-02,0,90,Away
Agustín Rossi,352324,2023,2024-06-13,1,90,Home
Agustín Rossi,352324,2023,2024-06-16,0,90,Away
Agustín Rossi,352324,2023,2024-06-20,1,90,Home
Agustín Rossi,352324,2023,2024-06-23,0,90,Away
Agustín Rossi,352324,2023,2024-06-26,0,90,Away
Agustín Rossi,352324,2023,2024-06-30,1,90,Home
Agustín Rossi,352324,2023,2024-07-03,0,90,Away
Agustín Rossi,352324,2023,2024-07-06,1,90,Home
Agustín Rossi,352324,2023,2024-07-11,1,90,Home
Agustín Rossi,352324,2023,2024-07-20,1,90,Home
Agustín Rossi,352324,2023,2024-07-24,0,90,Away
Agustín Rossi,352324,2023,2024-08-03,0,90,Away
Agustín Rossi,352324,2023,2024-08-11,1,90,Home
Agustín Rossi,352324,2023,2024-08-18,0,90,Away
Agustín Rossi,352324,2023,2024-08-25,1,90,Home
Agustín Rossi,352324,2023,2024-09-01,0,90,Away
Agustín Rossi,352324,2023,2024-09-15,1,90,Home
Agustín Rossi,352324,2023,2024-09-29,1,90,Home
Agustín Rossi,352324,2023,2024-10-05,0,90,Away
Agustín Rossi,352324,2023,2024-10-17,1,90,Home
Agustín Rossi,352324,2023,2024-10-26,1,90,Home
Agustín Rossi,352324,2023,2024-10-30,0,90,Away
Agustín Rossi,352324,2023,2024-11-06,0,90,Away
Agustín Rossi,352324,2023,2024-11-13,1,90,Home
Agustín Rossi,352324,2023,2024-11-20,0,90,Away
Agustín Rossi,352324,2023,2024-11-26,0,90,Away
Agustín Rossi,352324,2023,2024-12-01,1,90,Home
Agustín Rossi,352324,2023,2024-10-02,1,90,Home
Agustín Rossi,352324,2023,2024-10-20,0,90,Away
Agustín Rossi,352324,2023,2024-11-03,1,90,Home
Agustín Rossi,352324,2023,2024-11-10,0,90,Away
Agustín Rossi,352324,2023,2024-03-16,1,90,Home
Agustín Rossi,352324,2023,2024-03-30,0,90,Away
Agustín Rossi,352324,2023,2024-04-07,1,90,Home
Agustín Rossi,352324,2023,2024-01-31,0,90,Away
Agustín Rossi,352324,2023,2024-02-04,0,90,Away
Agustín Rossi,352324,2023,2024-02-07,1,90,Home
Agustín Rossi,352324,2023,2024-02-15,0,90,Away
Agustín Rossi,352324,2023,2024-02-20,1,90,Home
Agustín Rossi,352324,2023,2024-02-25,1,90,Home
Agustín Rossi,352324,2023,2024-03-02,1,90,Home
Agustín Rossi,352324,2022,2023-09-20,0,90,Away
Agustín Rossi,352324,2022,2023-09-30,1,90,Home
Agustín Rossi,352324,2022,2023-10-07,0,90,Away
Agustín Rossi,352324,2022,2023-10-19,0,90,Away
Agustín Rossi,352324,2022,2023-10-22,1,90,Home
Agustín Rossi,352324,2022,2023-10-25,0,90,Away
Agustín Rossi,352324,2022,2023-11-01,1,90,Home
Agustín Rossi,352324,2022,2023-11-05,0,90,Away
Agustín Rossi,352324,2022,2023-11-08,1,90,Home
Agustín Rossi,352324,2022,2023-11-11,1,90,Home
Agustín Rossi,352324,2022,2023-11-23,1,90,Home
Agustín Rossi,352324,2022,2023-11-26,0,90,Away
Agustín Rossi,352324,2022,2023-11-29,1,90,Home
Agustín Rossi,352324,2022,2023-12-03,1,90,Home
Agustín Rossi,352324,2022,2023-12-06,0,90,Away
Agustín Rossi,352324,2022,2023-04-04,0,1,Away
Agustín Rossi,352324,2022,2023-05-08,1,90,Home
Agustín Rossi,352324,2022,2023-05-16,0,90,Away
Agustín Rossi,352324,2022,2023-05-23,1,90,Home
Agustín Rossi,352324,2022,2023-05-27,0,90,Away
Agustín Rossi,352324,2022,2023-05-31,1,90,Home
Agustín Rossi,352324,2022,2023-09-24,0,90,Away
Agustín Rossi,352324,2021,2022-04-12,1,45,Home
Agustín Rossi,352324,2021,2022-05-04,0,90,Away
Agustín Rossi,352324,2021,2022-05-17,1,90,Home
Agustín Rossi,352324,2021,2022-05-26,1,90,Home
Agustín Rossi,352324,2021,2022-06-28,0,90,Away
Agustín Rossi,352324,2021,2022-07-05,1,90,Home
Agustín Rossi,352324,2021,2022-06-12,0,90,Away
Agustín Rossi,352324,2021,2022-06-15,1,90,Home
Agustín Rossi,352324,2021,2022-06-19,0,90,Away
Agustín Rossi,352324,2021,2022-07-09,0,90,Away
Agustín Rossi,352324,2021,2022-07-16,1,90,Home
Agustín Rossi,352324,2021,2022-07-19,0,90,Away
Agustín Rossi,352324,2021,2022-07-24,1,90,Home
Agustín Rossi,352324,2021,2022-07-31,0,90,Away
Agustín Rossi,352324,2021,2022-08-06,1,90,Home
Agustín Rossi,352324,2021,2022-08-14,0,90,Away
Agustín Rossi,352324,2021,2022-08-17,1,90,Home
Agustín Rossi,352324,2021,2022-08-21,0,90,Away
Agustín Rossi,352324,2021,2022-08-28,1,90,Home
Agustín Rossi,352324,2021,2022-09-04,0,90,Away
Agustín Rossi,352324,2021,2022-09-11,1,90,Home
Agustín Rossi,352324,2021,2022-09-14,0,90,Away
Agustín Rossi,352324,2021,2022-09-19,1,90,Home
Agustín Rossi,352324,2021,2022-09-23,0,90,Away
Agustín Rossi,352324,2021,2022-10-02,1,90,Home
Agustín Rossi,352324,2021,2022-10-09,1,90,Home
Agustín Rossi,352324,2021,2022-10-12,0,90,Away
Agustín Rossi,352324,2021,2022-10-16,0,90,Away
Agustín Rossi,352324,2021,2022-10-20,0,90,Away
Agustín Rossi,352324,2021,2022-10-23,1,90,Home
Agustín Rossi,352324,2021,2022-06-08,0,90,Away
Agustín Rossi,352324,2021,2022-05-14,1,90,Home
Agustín Rossi,352324,2021,2022-05-22,1,90,Home
Agustín Rossi,352324,2021,2022-02-16,0,90,Away
Agustín Rossi,352324,2021,2022-02-20,1,90,Home
Agustín Rossi,352324,2021,2022-02-26,0,90,Away
Agustín Rossi,352324,2021,2022-03-06,1,90,Home
Agustín Rossi,352324,2021,2022-03-13,0,90,Away
Agustín Rossi,352324,2021,2022-03-20,0,90,Away
Agustín Rossi,352324,2021,2022-04-02,1,90,Home
Agustín Rossi,352324,2021,2022-04-09,0,90,Away
Agustín Rossi,352324,2021,2022-05-07,0,90,Away
Léo Jardim,288415,2023,2024-04-17,0,90,Away
Léo Jardim,288415,2023,2024-04-20,0,90,Away
Léo Jardim,288415,2023,2024-04-27,1,90,Home
Léo Jardim,288415,2023,2024-05-05,0,90,Away
Léo Jardim,288415,2023,2024-05-12,1,90,Home
Léo Jardim,288415,2023,2024-06-02,1,90,Home
Léo Jardim,288415,2023,2024-06-13,0,90,Away
Léo Jardim,288415,2023,2024-06-16,1,90,Home
Léo Jardim,288415,2023,2024-06-19,0,90,Away
Léo Jardim,288415,2023,2024-06-22,1,90,Home
Léo Jardim,288415,2023,2024-06-26,0,90,Away
Léo Jardim,288415,2023,2024-06-29,1,90,Home
Léo Jardim,288415,2023,2024-07-03,1,90,Home
Léo Jardim,288415,2023,2024-07-07,0,90,Away
Léo Jardim,288415,2023,2024-07-10,1,90,Home
Léo Jardim,288415,2023,2024-07-17,0,90,Away
Léo Jardim,288415,2023,2024-07-21,0,90,Away
Léo Jardim,288415,2023,2024-07-28,0,90,Away
Léo Jardim,288415,2023,2024-08-03,1,90,Home
Léo Jardim,288415,2023,2024-08-10,1,90,Home
Léo Jardim,288415,2023,2024-08-18,0,90,Away
Léo Jardim,288415,2023,2024-08-26,1,90,Home
Léo Jardim,288415,2023,2024-09-01,0,90,Away
Léo Jardim,288415,2023,2024-09-15,0,90,Away
Léo Jardim,288415,2023,2024-09-22,1,90,Home
Léo Jardim,288415,2023,2024-09-29,0,90,Away
Léo Jardim,288415,2023,2024-10-05,1,90,Home
Léo Jardim,288415,2023,2024-10-16,0,90,Away
Léo Jardim,288415,2023,2024-10-24,1,90,Home
Léo Jardim,288415,2023,2024-10-28,1,90,Home
Léo Jardim,288415,2023,2024-11-05,0,90,Away
Léo Jardim,288415,2023,2024-11-09,0,90,Away
Léo Jardim,288415,2023,2024-11-21,1,90,Home
Léo Jardim,288415,2023,2024-11-24,0,90,Away
Léo Jardim,288415,2023,2024-11-30,1,90,Home
Léo Jardim,288415,2023,2024-12-04,1,90,Home
Léo Jardim,288415,2023,2024-03-07,1,90,Home
Léo Jardim,288415,2023,2024-05-01,0,90,Away
Léo Jardim,288415,2023,2024-05-21,1,90,Home
Léo Jardim,288415,2023,2024-07-31,0,90,Away
Léo Jardim,288415,2023,2024-08-06,1,90,Home
Léo Jardim,288415,2023,2024-08-29,1,90,Home
Léo Jardim,288415,2023,2024-09-11,0,90,Away
Léo Jardim,288415,2023,2024-10-02,0,90,Away
Léo Jardim,288415,2023,2024-10-19,1,90,Home
Léo Jardim,288415,2023,2024-03-17,0,90,Away
Léo Jardim,288415,2023,2024-01-25,1,90,Home
Léo Jardim,288415,2023,2024-01-28,0,90,Away
Léo Jardim,288415,2023,2024-01-31,0,90,Away
Léo Jardim,288415,2023,2024-02-04,1,90,Home
Léo Jardim,288415,2023,2024-02-08,1,90,Home
Léo Jardim,288415,2023,2024-02-14,0,90,Away
Léo Jardim,288415,2023,2024-02-18,0,90,Away
Léo Jardim,288415,2023,2024-02-24,1,90,Home
Léo Jardim,288415,2023,2024-03-03,1,90,Home
Léo Jardim,288415,2022,2022-08-12,0,90,Away
Léo Jardim,288415,2022,2022-08-21,1,90,Home
Léo Jardim,288415,2022,2022-08-26,0,90,Away
Léo Jardim,288415,2022,2022-08-31,1,90,Home
Léo Jardim,288415,2022,2022-09-04,0,90,Away
Léo Jardim,288415,2022,2023-04-23,1,90,Home
Léo Jardim,288415,2022,2023-05-01,1,90,Home
Léo Jardim,288415,2022,2023-05-06,0,90,Away
Léo Jardim,288415,2022,2023-05-11,0,90,Away
Léo Jardim,288415,2022,2023-05-14,1,90,Home
Léo Jardim,288415,2022,2023-05-20,0,90,Away
Léo Jardim,288415,2022,2023-05-27,0,90,Away
Léo Jardim,288415,2022,2023-06-05,1,90,Home
Léo Jardim,288415,2022,2023-06-11,0,90,Away
Léo Jardim,288415,2022,2023-06-22,1,90,Home
Léo Jardim,288415,2022,2023-06-26,1,90,Home
Léo Jardim,288415,2022,2023-07-02,0,90,Away
Léo Jardim,288415,2022,2023-07-08,1,90,Home
Léo Jardim,288415,2022,2023-07-23,1,90,Home
Léo Jardim,288415,2022,2023-07-29,0,90,Away
Léo Jardim,288415,2022,2023-08-06,1,90,Home
Léo Jardim,288415,2022,2023-08-14,0,90,Away
Léo Jardim,288415,2022,2023-08-20,1,90,Home
Léo Jardim,288415,2022,2023-08-27,0,90,Away
Léo Jardim,288415,2022,2023-09-03,0,90,Away
Léo Jardim,288415,2022,2023-09-16,1,90,Home
Léo Jardim,288415,2022,2023-09-21,1,90,Home
Léo Jardim,288415,2022,2023-09-25,0,90,Away
Léo Jardim,288415,2022,2023-10-01,0,90,Away
Léo Jardim,288415,2022,2023-10-07,1,90,Home
Léo Jardim,288415,2022,2023-10-18,1,90,Home
Léo Jardim,288415,2022,2023-10-22,0,90,Away
Léo Jardim,288415,2022,2023-10-26,1,90,Home
Léo Jardim,288415,2022,2023-10-29,0,90,Away
Léo Jardim,288415,2022,2023-11-02,0,90,Away
Léo Jardim,288415,2022,2023-11-06,1,90,Home
Léo Jardim,288415,2022,2023-11-12,1,90,Home
Léo Jardim,288415,2022,2023-11-22,0,90,Away
Léo Jardim,288415,2022,2023-11-25,0,90,Away
Léo Jardim,288415,2022,2023-11-28,1,90,Home
Léo Jardim,288415,2022,2023-12-03,0,90,Away
Léo Jardim,288415,2022,2023-12-06,1,90,Home
Léo Jardim,288415,2022,2023-03-16,1,90,Home
Léo Jardim,288415,2022,2023-03-19,1,90,Home
Léo Jardim,288415,2022,2023-02-07,0,90,Away
Léo Jardim,288415,2022,2023-02-12,0,90,Away
Léo Jardim,288415,2022,2023-02-27,1,90,Home
Léo Jardim,288415,2022,2023-03-05,0,90,Away
Léo Jardim,288415,2022,2023-03-09,1,90,Home
Léo Jardim,288415,2021,2022-02-22,0,90,Away
Léo Jardim,288415,2021,2022-03-16,1,90,Home
Léo Jardim,288415,2021,2021-08-14,1,90,Home
Léo Jardim,288415,2021,2022-02-12,0,90,Away
Léo Jardim,288415,2021,2022-02-18,1,90,Home
Léo Jardim,288415,2021,2022-02-27,0,90,Away
Léo Jardim,288415,2021,2022-03-06,1,90,Home
Léo Jardim,288415,2021,2022-03-11,1,90,Home
Léo Jardim,288415,2021,2022-03-19,0,90,Away
Léo Jardim,288415,2021,2022-04-02,1,90,Home
Léo Jardim,288415,2021,2022-04-10,0,90,Away
Léo Jardim,288415,2021,2022-04-16,1,90,Home
Léo Jardim,288415,2021,2022-04-20,0,90,Away
Léo Jardim,288415,2021,2022-04-24,1,90,Home
Léo Jardim,288415,2021,2022-05-01,0,90,Away
Léo Jardim,288415,2021,2022-05-06,1,90,Home
Léo Jardim,288415,2021,2022-05-14,0,90,Away
Léo Jardim,288415,2021,2022-05-21,1,90,Home
Léo Jardim,288415,2021,2022-01-22,1,90,Home
Hugo Souza,574901,2023,2024-07-16,1,90,Home
Hugo Souza,574901,2023,2024-07-21,0,90,Away
Hugo Souza,574901,2023,2024-07-25,1,90,Home
Hugo Souza,574901,2023,2024-07-28,0,90,Away
Hugo Souza,574901,2023,2024-08-04,1,90,Home
Hugo Souza,574901,2023,2024-08-10,1,90,Home
Hugo Souza,574901,2023,2024-08-17,0,90,Away
Hugo Souza,574901,2023,2024-08-25,0,90,Away
Hugo Souza,574901,2023,2024-09-01,1,90,Home
Hugo Souza,574901,2023,2024-09-14,0,90,Away
Hugo Souza,574901,2023,2024-09-21,1,90,Home
Hugo Souza,574901,2023,2024-09-29,0,90,Away
Hugo Souza,574901,2023,2024-10-05,1,90,Home
Hugo Souza,574901,2023,2024-10-17,1,90,Home
Hugo Souza,574901,2023,2024-10-28,0,90,Away
Hugo Souza,574901,2023,2024-11-04,1,90,Home
Hugo Souza,574901,2023,2024-11-09,0,90,Away
Hugo Souza,574901,2023,2024-11-20,1,90,Home
Hugo Souza,574901,2023,2024-11-24,1,90,Home
Hugo Souza,574901,2023,2024-11-30,0,90,Away
Hugo Souza,574901,2023,2024-12-03,1,90,Home
Hugo Souza,574901,2023,2024-08-20,1,90,Home
Hugo Souza,574901,2023,2024-09-17,0,90,Away
Hugo Souza,574901,2023,2024-09-24,1,90,Home
Hugo Souza,574901,2023,2024-10-24,1,90,Home
Hugo Souza,574901,2023,2024-10-31,0,90,Away
Hugo Souza,574901,2023,2024-08-07,0,90,Away
Hugo Souza,574901,2023,2024-08-29,0,90,Away
Hugo Souza,574901,2023,2024-09-11,1,90,Home
Hugo Souza,574901,2023,2024-10-02,0,90,Away
Hugo Souza,574901,2023,2024-10-20,1,90,Home
Hugo Souza,574901,2023,2023-08-19,1,90,Home
Hugo Souza,574901,2023,2023-08-26,0,90,Away
Hugo Souza,574901,2023,2023-09-03,1,90,Home
Hugo Souza,574901,2023,2023-09-18,0,90,Away
Hugo Souza,574901,2023,2023-09-24,1,90,Home
Hugo Souza,574901,2023,2023-10-01,0,90,Away
Hugo Souza,574901,2023,2023-10-07,1,90,Home
Hugo Souza,574901,2023,2023-10-28,0,90,Away
Hugo Souza,574901,2023,2023-11-04,1,90,Home
Hugo Souza,574901,2023,2023-11-11,0,90,Away
Hugo Souza,574901,2023,2024-01-07,0,90,Away
Hugo Souza,574901,2023,2024-01-13,1,90,Home
Hugo Souza,574901,2023,2024-01-21,1,90,Home
Hugo Souza,574901,2023,2024-01-31,0,90,Away
Hugo Souza,574901,2023,2024-02-04,1,90,Home
Hugo Souza,574901,2023,2024-02-10,0,90,Away
Hugo Souza,574901,2023,2024-02-17,1,90,Home
Hugo Souza,574901,2023,2024-02-24,0,90,Away
Hugo Souza,574901,2023,2024-03-01,1,90,Home
Hugo Souza,574901,2023,2024-03-11,0,90,Away
Hugo Souza,574901,2023,2024-03-17,1,90,Home
Hugo Souza,574901,2023,2024-03-29,0,90,Away
Hugo Souza,574901,2023,2024-04-15,0,90,Away
Hugo Souza,574901,2023,2024-04-21,1,90,Home
Hugo Souza,574901,2023,2024-04-27,0,90,Away
Hugo Souza,574901,2021,2022-05-17,1,90,Home
Hugo Souza,574901,2021,2022-05-24,1,90,Home
Hugo Souza,574901,2021,2022-04-17,1,90,Home
Hugo Souza,574901,2021,2022-04-20,1,90,Home
Hugo Souza,574901,2021,2022-04-23,0,90,Away
Hugo Souza,574901,2021,2022-05-08,1,90,Home
Hugo Souza,574901,2021,2022-05-14,0,90,Away
Hugo Souza,574901,2021,2022-05-21,1,90,Home
Hugo Souza,574901,2021,2022-05-29,0,90,Away
Hugo Souza,574901,2021,2022-06-05,1,90,Home
Hugo Souza,574901,2021,2022-06-08,0,90,Away
Hugo Souza,574901,2021,2022-10-22,0,90,Away
Hugo Souza,574901,2021,2022-11-02,1,90,Home
Hugo Souza,574901,2021,2022-11-06,0,90,Away
Hugo Souza,574901,2021,2022-11-09,0,90,Away
Hugo Souza,574901,2021,2022-11-13,1,25,Home
Hugo Souza,574901,2021,2022-05-11,1,90,Home
Hugo Souza,574901,2021,2022-03-20,1,90,Home
Hugo Souza,574901,2021,2022-03-30,1,90,Home
Hugo Souza,574901,2021,2022-04-02,0,90,Away
Hugo Souza,574901,2021,2022-02-02,1,90,Home
Hugo Souza,574901,2021,2022-02-06,1,90,Home
Hugo Souza,574901,2021,2022-02-10,0,90,Away
Hugo Souza,574901,2021,2022-02-13,1,90,Home
Hugo Souza,574901,2021,2022-02-22,0,90,Away
Hugo Souza,574901,2021,2022-03-06,1,90,Home
Hugo Souza,574901,2021,2022-03-12,0,90,Away
Cleiton,468247,2023,2024-02-27,1,90,Home
Cleiton,468247,2023,2024-03-06,0,90,Away
Cleiton,468247,2023,2024-03-13,1,90,Home
Cleiton,468247,2023,2024-04-20,1,90,Home
Cleiton,468247,2023,2024-04-28,0,90,Away
Cleiton,468247,2023,2024-05-04,1,90,Home
Cleiton,468247,2023,2024-05-12,0,90,Away
Cleiton,468247,2023,2024-06-01,0,90,Away
Cleiton,468247,2023,2024-06-11,1,90,Home
Cleiton,468247,2023,2024-06-15,1,90,Home
Cleiton,468247,2023,2024-06-20,0,90,Away
Cleiton,468247,2023,2024-06-23,1,90,Home
Cleiton,468247,2023,2024-06-29,0,90,Away
Cleiton,468247,2023,2024-07-03,1,90,Home
Cleiton,468247,2023,2024-07-06,0,90,Away
Cleiton,468247,2023,2024-07-13,0,90,Away
Cleiton,468247,2023,2024-07-21,1,45,Home
Cleiton,468247,2023,2024-08-25,0,90,Away
Cleiton,468247,2023,2024-08-28,0,90,Away
Cleiton,468247,2023,2024-09-01,1,90,Home
Cleiton,468247,2023,2024-09-15,1,90,Home
Cleiton,468247,2023,2024-09-22,0,90,Away
Cleiton,468247,2023,2024-09-25,1,90,Home
Cleiton,468247,2023,2024-09-29,0,90,Away
Cleiton,468247,2023,2024-10-05,1,90,Home
Cleiton,468247,2023,2024-10-26,1,90,Home
Cleiton,468247,2023,2024-11-02,1,90,Home
Cleiton,468247,2023,2024-11-09,0,90,Away
Cleiton,468247,2023,2024-11-20,1,90,Home
Cleiton,468247,2023,2024-11-24,0,90,Away
Cleiton,468247,2023,2024-12-01,1,90,Home
Cleiton,468247,2023,2024-12-05,0,90,Away
Cleiton,468247,2023,2024-04-10,0,90,Away
Cleiton,468247,2023,2024-04-24,1,90,Home
Cleiton,468247,2023,2024-05-09,1,90,Home
Cleiton,468247,2023,2024-05-16,0,90,Away
Cleiton,468247,2023,2024-05-28,0,90,Away
Cleiton,468247,2023,2024-07-17,0,90,Away
Cleiton,468247,2023,2024-07-24,1,90,Home
Cleiton,468247,2023,2024-05-21,1,90,Home
Cleiton,468247,2023,2024-07-31,0,90,Away
Cleiton,468247,2023,2024-08-07,1,90,Home
Cleiton,468247,2023,2024-01-24,0,90,Away
Cleiton,468247,2023,2024-01-27,1,90,Home
Cleiton,468247,2023,2024-01-31,1,90,Home
Cleiton,468247,2023,2024-02-04,0,90,Away
Cleiton,468247,2023,2024-02-07,0,90,Away
Cleiton,468247,2023,2024-02-10,1,90,Home
Cleiton,468247,2023,2024-02-14,1,90,Home
Cleiton,468247,2023,2024-03-03,1,90,Home
Cleiton,468247,2023,2024-03-27,0,90,Away
Cleiton,468247,2022,2023-05-10,1,90,Home
Cleiton,468247,2022,2023-05-13,0,90,Away
Cleiton,468247,2022,2023-05-20,1,90,Home
Cleiton,468247,2022,2023-05-29,1,90,Home
Cleiton,468247,2022,2023-06-04,0,90,Away
Cleiton,468247,2022,2023-06-10,0,90,Away
Cleiton,468247,2022,2023-06-25,1,90,Home
Cleiton,468247,2022,2023-07-02,0,90,Away
Cleiton,468247,2022,2023-07-09,1,90,Home
Cleiton,468247,2022,2023-07-15,0,90,Away
Cleiton,468247,2022,2023-07-23,1,90,Home
Cleiton,468247,2022,2023-07-29,0,90,Away
Cleiton,468247,2022,2023-08-06,0,90,Away
Cleiton,468247,2022,2023-08-14,1,90,Home
Cleiton,468247,2022,2023-08-20,0,90,Away
Cleiton,468247,2022,2023-08-27,1,90,Home
Cleiton,468247,2022,2023-09-03,0,90,Away
Cleiton,468247,2022,2023-09-14,1,90,Home
Cleiton,468247,2022,2023-09-19,0,90,Away
Cleiton,468247,2022,2023-10-01,1,90,Home
Cleiton,468247,2022,2023-10-08,0,90,Away
Cleiton,468247,2022,2023-10-19,0,90,Away
Cleiton,468247,2022,2023-10-22,1,90,Home
Cleiton,468247,2022,2023-10-25,1,90,Home
Cleiton,468247,2022,2023-11-02,0,90,Away
Cleiton,468247,2022,2023-11-05,1,90,Home
Cleiton,468247,2022,2023-11-08,0,90,Away
Cleiton,468247,2022,2023-11-12,1,90,Home
Cleiton,468247,2022,2023-11-23,0,90,Away
Cleiton,468247,2022,2023-11-26,0,90,Away
Cleiton,468247,2022,2023-11-30,1,90,Home
Cleiton,468247,2022,2023-12-03,1,90,Home
Cleiton,468247,2022,2023-12-06,0,90,Away
Cleiton,468247,2022,2023-05-02,1,90,Home
Cleiton,468247,2022,2023-05-25,0,90,Away
Cleiton,468247,2022,2023-06-07,0,90,Away
Cleiton,468247,2022,2023-06-28,1,90,Home
Cleiton,468247,2022,2023-08-03,0,90,Away
Cleiton,468247,2022,2023-08-10,1,90,Home
Cleiton,468247,2022,2023-03-15,0,90,Away
Cleiton,468247,2022,2023-01-18,0,90,Away
Cleiton,468247,2022,2023-01-21,0,90,Away
Cleiton,468247,2022,2023-01-25,1,90,Home
Cleiton,468247,2022,2023-01-28,1,90,Home
Cleiton,468247,2022,2023-02-04,0,90,Away
Cleiton,468247,2022,2023-02-08,1,90,Home
Cleiton,468247,2022,2023-02-22,0,90,Away
Cleiton,468247,2022,2023-02-25,1,90,Home
Cleiton,468247,2022,2023-03-05,0,90,Away
Cleiton,468247,2022,2023-03-20,0,120,Away
Cleiton,468247,2021,2022-04-14,0,90,Away
Cleiton,468247,2021,2022-04-26,0,90,Away
Cleiton,468247,2021,2022-05-05,1,90,Home
Cleiton,468247,2021,2022-05-17,1,90,Home
Cleiton,468247,2021,2022-05-24,0,90,Away
Cleiton,468247,2021,2022-04-17,1,90,Home
Cleiton,468247,2021,2022-04-23,1,90,Home
Cleiton,468247,2021,2022-04-30,0,90,Away
Cleiton,468247,2021,2022-05-08,1,90,Home
Cleiton,468247,2021,2022-05-11,1,90,Home
Cleiton,468247,2021,2022-05-14,0,90,Away
Cleiton,468247,2021,2022-05-28,0,90,Away
Cleiton,468247,2021,2022-06-05,1,90,Home
Cleiton,468247,2021,2022-06-08,1,90,Home
Cleiton,468247,2021,2022-06-11,0,90,Away
Cleiton,468247,2021,2022-06-15,1,90,Home
Cleiton,468247,2021,2022-06-18,0,90,Away
Cleiton,468247,2021,2022-06-25,0,90,Away
Cleiton,468247,2021,2022-07-02,1,90,Home
Cleiton,468247,2021,2022-07-09,1,90,Home
Cleiton,468247,2021,2022-07-17,0,90,Away
Cleiton,468247,2021,2022-07-20,1,90,Home
Cleiton,468247,2021,2022-07-31,1,90,Home
Cleiton,468247,2021,2022-08-06,0,90,Away
Cleiton,468247,2021,2022-08-14,0,90,Away
Cleiton,468247,2021,2022-08-21,1,90,Home
Cleiton,468247,2021,2022-08-29,0,90,Away
Cleiton,468247,2021,2022-09-03,1,90,Home
Cleiton,468247,2021,2022-09-10,0,90,Away
Cleiton,468247,2021,2022-09-18,1,90,Home
Cleiton,468247,2021,2022-09-28,0,90,Away
Cleiton,468247,2021,2022-10-01,0,90,Away
Cleiton,468247,2021,2022-10-05,1,90,Home
Cleiton,468247,2021,2022-10-09,0,90,Away
Cleiton,468247,2021,2022-10-17,1,90,Home
Cleiton,468247,2021,2022-10-22,1,90,Home
Cleiton,468247,2021,2022-10-26,0,90,Away
Cleiton,468247,2021,2022-11-02,0,90,Away
Cleiton,468247,2021,2022-11-05,1,90,Home
Cleiton,468247,2021,2022-11-09,0,90,Away
Cleiton,468247,2021,2022-11-13,1,90,Home
Cleiton,468247,2021,2022-05-31,1,90,Home
Cleiton,468247,2021,2022-01-31,1,90,Home
Cleiton,468247,2021,2022-02-03,1,90,Home
Cleiton,468247,2021,2022-02-06,0,90,Away
Cleiton,468247,2021,2022-02-09,1,90,Home
Cleiton,468247,2021,2022-02-13,0,90,Away
Cleiton,468247,2021,2022-02-17,1,90,Home
Cleiton,468247,2021,2022-02-20,0,90,Away
Cleiton,468247,2021,2022-02-27,0,90,Away
Cleiton,468247,2021,2022-03-06,1,90,Home
Cleiton,468247,2021,2022-03-13,0,82,Away
Cleiton,468247,2021,2022-03-26,0,90,Away
John Victor,432914,2023,2024-04-24,1,90,Home
John Victor,432914,2023,2024-05-08,1,90,Home
John Victor,432914,2023,2024-05-16,0,90,Away
John Victor,432914,2023,2024-08-14,1,90,Home
John Victor,432914,2023,2024-08-21,0,90,Away
John Victor,432914,2023,2024-09-18,1,90,Home
John Victor,432914,2023,2024-09-25,0,90,Away
John Victor,432914,2023,2024-10-23,1,90,Home
John Victor,432914,2023,2024-10-30,0,90,Away
John Victor,432914,2023,2024-11-30,0,90,Away
John Victor,432914,2023,2024-04-28,0,90,Away
John Victor,432914,2023,2024-05-05,1,90,Home
John Victor,432914,2023,2024-05-12,0,90,Away
John Victor,432914,2023,2024-06-01,0,90,Away
John Victor,432914,2023,2024-06-11,1,90,Home
John Victor,432914,2023,2024-06-16,0,90,Away
John Victor,432914,2023,2024-06-19,1,90,Home
John Victor,432914,2023,2024-06-22,0,90,Away
John Victor,432914,2023,2024-06-26,1,90,Home
John Victor,432914,2023,2024-06-29,0,90,Away
John Victor,432914,2023,2024-07-03,0,90,Away
John Victor,432914,2023,2024-07-07,1,90,Home
John Victor,432914,2023,2024-07-11,0,90,Away
John Victor,432914,2023,2024-07-17,1,90,Home
John Victor,432914,2023,2024-07-20,1,90,Home
John Victor,432914,2023,2024-07-24,0,90,Away
John Victor,432914,2023,2024-07-27,1,90,Home
John Victor,432914,2023,2024-08-03,0,90,Away
