Player,Player Id,Season,Date,Home-Game,Minutes Played,Home Game
Lucas Arcanjo,645602,2021,2022-03-13,0,90,Away
Lucas Arcanjo,645602,2021,2021-10-26,0,90,Away
Lucas Arcanjo,645602,2021,2021-11-18,1,90,Home
Santos,140811,2023,2024-02-14,1,90,Home
Santos,140811,2023,2024-02-21,0,53,Away
Santos,140811,2023,2024-03-07,0,90,Away
Santos,140811,2022,2023-02-11,0,90,Away
Santos,140811,2022,2023-04-19,1,90,Home
Santos,140811,2022,2023-05-04,0,90,Away
Santos,140811,2022,2023-04-23,0,90,Away
Santos,140811,2022,2023-04-30,1,90,Home
Santos,140811,2022,2023-05-07,0,86,Away
Santos,140811,2022,2023-05-13,0,45,Away
Santos,140811,2022,2023-05-21,1,90,Home
Santos,140811,2022,2023-04-26,1,90,Home
Santos,140811,2022,2023-05-16,0,90,Away
Santos,140811,2022,2023-03-19,0,90,Away
Santos,140811,2022,2023-04-01,1,90,Home
Santos,140811,2022,2023-04-09,0,90,Away
Santos,140811,2022,2023-01-15,1,90,Home
Santos,140811,2022,2023-01-18,0,90,Away
Santos,140811,2022,2023-01-21,1,90,Home
Santos,140811,2022,2023-02-15,0,90,Away
Santos,140811,2022,2023-03-05,1,90,Home
Santos,140811,2022,2023-02-28,1,120,Home
Santos,140811,2021,2022-04-12,1,90,Home
Santos,140811,2021,2022-04-28,0,90,Away
Santos,140811,2021,2022-05-04,0,90,Away
Santos,140811,2021,2022-06-29,0,90,Away
Santos,140811,2021,2022-07-06,1,90,Home
Santos,140811,2021,2022-08-02,0,90,Away
Santos,140811,2021,2022-08-09,1,90,Home
Santos,140811,2021,2022-08-31,0,90,Away
Santos,140811,2021,2022-09-07,1,90,Home
Santos,140811,2021,2022-10-29,1,90,Home
Santos,140811,2021,2022-06-25,1,90,Home
Santos,140811,2021,2022-07-02,0,90,Away
Santos,140811,2021,2022-07-10,0,90,Away
Santos,140811,2021,2022-07-16,1,90,Home
Santos,140811,2021,2022-07-20,1,90,Home
Santos,140811,2021,2022-07-24,0,90,Away
Santos,140811,2021,2022-07-30,1,90,Home
Santos,140811,2021,2022-08-06,0,90,Away
Santos,140811,2021,2022-08-14,1,90,Home
Santos,140811,2021,2022-08-21,0,90,Away
Santos,140811,2021,2022-08-28,0,90,Away
Santos,140811,2021,2022-09-04,1,90,Home
Santos,140811,2021,2022-09-10,0,90,Away
Santos,140811,2021,2022-09-18,1,90,Home
Santos,140811,2021,2022-09-28,0,90,Away
Santos,140811,2021,2022-10-01,1,90,Home
Santos,140811,2021,2022-10-05,1,90,Home
Santos,140811,2021,2022-10-08,0,90,Away
Santos,140811,2021,2022-10-15,1,90,Home
Santos,140811,2021,2022-07-13,1,90,Home
Santos,140811,2021,2022-07-27,1,90,Home
Santos,140811,2021,2022-08-17,0,90,Away
Santos,140811,2021,2022-08-24,0,90,Away
Santos,140811,2021,2022-09-14,1,90,Home
Santos,140811,2021,2022-10-12,0,90,Away
Santos,140811,2021,2022-10-19,1,90,Home
Santos,140811,2021,2022-02-10,1,90,Home
Santos,140811,2021,2022-02-16,0,90,Away
Santos,140811,2021,2022-03-06,0,90,Away
Santos,140811,2021,2022-03-20,1,90,Home
Santos,140811,2021,2022-03-23,1,90,Home
Santos,140811,2021,2022-03-27,0,90,Away
Santos,140811,2021,2022-03-02,0,90,Away
Gabriel,79242,2023,2024-04-17,1,90,Home
Gabriel,79242,2023,2024-04-21,0,90,Away
Gabriel,79242,2023,2024-04-28,1,90,Home
Gabriel,79242,2023,2024-06-01,0,90,Away
Gabriel,79242,2023,2024-06-05,1,90,Home
Gabriel,79242,2023,2024-06-11,1,90,Home
Gabriel,79242,2023,2024-06-15,0,90,Away
Gabriel,79242,2023,2024-06-19,1,90,Home
Gabriel,79242,2023,2024-06-23,0,90,Away
Gabriel,79242,2023,2024-06-30,0,90,Away
Gabriel,79242,2023,2024-07-04,0,90,Away
Gabriel,79242,2023,2024-07-07,1,90,Home
Gabriel,79242,2023,2024-07-21,1,90,Home
Gabriel,79242,2023,2024-07-24,0,90,Away
Gabriel,79242,2023,2024-07-27,1,90,Home
Gabriel,79242,2023,2024-08-04,0,45,Away
Gabriel,79242,2023,2024-08-14,0,90,Away
Gabriel,79242,2023,2024-08-18,0,90,Away
Gabriel,79242,2023,2024-08-24,0,90,Away
Gabriel,79242,2023,2024-09-01,1,90,Home
Gabriel,79242,2023,2024-09-05,0,90,Away
Gabriel,79242,2023,2024-09-15,1,90,Home
Gabriel,79242,2023,2024-09-21,0,90,Away
Gabriel,79242,2023,2024-09-29,1,90,Home
Gabriel,79242,2023,2024-10-05,0,90,Away
Gabriel,79242,2023,2024-10-26,0,90,Away
Gabriel,79242,2023,2024-11-02,1,90,Home
Gabriel,79242,2023,2024-11-09,1,90,Home
Gabriel,79242,2023,2024-11-20,0,90,Away
Gabriel,79242,2023,2024-11-23,1,90,Home
Gabriel,79242,2023,2024-11-26,0,90,Away
Gabriel,79242,2023,2024-12-04,0,90,Away
Gabriel,79242,2023,2024-03-13,1,90,Home
Gabriel,79242,2023,2024-07-10,0,90,Away
Gabriel,79242,2023,2024-07-13,1,90,Home
Gabriel,79242,2023,2024-08-01,1,90,Home
Gabriel,79242,2023,2024-08-07,0,90,Away
Gabriel,79242,2023,2024-08-29,1,90,Home
Gabriel,79242,2023,2024-09-11,0,90,Away
Gabriel,79242,2023,2024-03-17,1,90,Home
Gabriel,79242,2023,2024-03-25,0,90,Away
Gabriel,79242,2023,2024-03-30,1,90,Home
Gabriel,79242,2023,2024-04-06,0,90,Away
Gabriel,79242,2023,2024-01-25,0,90,Away
Gabriel,79242,2022,2023-04-23,1,90,Home
Gabriel,79242,2022,2023-04-29,1,90,Home
Gabriel,79242,2022,2023-05-07,0,90,Away
Gabriel,79242,2022,2023-05-11,1,90,Home
Gabriel,79242,2022,2023-05-14,0,90,Away
Gabriel,79242,2022,2023-05-27,0,90,Away
Gabriel,79242,2022,2023-06-04,0,90,Away
Gabriel,79242,2022,2023-06-10,1,90,Home
Gabriel,79242,2022,2023-06-22,1,90,Home
Gabriel,79242,2022,2023-06-25,0,90,Away
Gabriel,79242,2022,2023-07-03,0,90,Away
Gabriel,79242,2022,2023-07-16,0,90,Away
Gabriel,79242,2022,2023-07-24,1,90,Home
Gabriel,79242,2022,2023-07-30,0,90,Away
Gabriel,79242,2022,2023-08-06,1,90,Home
Gabriel,79242,2022,2023-08-13,0,90,Away
Gabriel,79242,2022,2023-08-20,1,90,Home
Gabriel,79242,2022,2023-08-27,0,66,Away
Gabriel,79242,2022,2023-09-21,0,90,Away
Gabriel,79242,2022,2023-09-27,0,90,Away
Gabriel,79242,2022,2023-10-01,1,90,Home
Gabriel,79242,2022,2023-10-08,0,90,Away
Gabriel,79242,2022,2023-10-18,1,90,Home
Gabriel,79242,2022,2023-10-22,1,90,Home
Gabriel,79242,2022,2023-10-26,0,90,Away
Gabriel,79242,2022,2023-10-29,0,90,Away
Gabriel,79242,2022,2023-11-01,1,90,Home
Gabriel,79242,2022,2023-11-05,1,90,Home
Gabriel,79242,2022,2023-11-08,0,90,Away
Gabriel,79242,2022,2023-11-11,1,90,Home
Gabriel,79242,2022,2023-03-14,1,90,Home
Gabriel,79242,2022,2023-04-12,1,90,Home
Gabriel,79242,2022,2023-04-26,0,90,Away
Gabriel,79242,2022,2023-01-18,0,90,Away
Gabriel,79242,2022,2023-01-22,1,90,Home
Gabriel,79242,2022,2023-01-25,0,90,Away
Gabriel,79242,2022,2023-02-02,1,90,Home
Gabriel,79242,2022,2023-02-05,0,90,Away
Gabriel,79242,2022,2023-02-12,1,90,Home
Gabriel,79242,2022,2023-02-15,1,90,Home
Gabriel,79242,2022,2023-02-19,0,90,Away
Gabriel,79242,2022,2023-02-26,0,90,Away
Gabriel,79242,2022,2023-03-05,0,90,Away
Gabriel,79242,2022,2023-03-11,1,90,Home
Gabriel,79242,2021,2022-09-11,1,90,Home
Gabriel,79242,2021,2022-09-17,0,90,Away
Gabriel,79242,2021,2022-09-28,1,90,Home
Gabriel,79242,2021,2022-10-06,0,90,Away
Gabriel,79242,2021,2022-10-09,1,90,Home
Gabriel,79242,2021,2022-10-16,0,90,Away
Gabriel,79242,2021,2022-10-20,0,90,Away
Gabriel,79242,2021,2022-10-23,1,90,Home
Gabriel,79242,2021,2022-10-27,0,90,Away
Gabriel,79242,2021,2022-11-02,0,90,Away
Gabriel,79242,2021,2022-11-06,1,90,Home
Gabriel,79242,2021,2022-11-09,1,90,Home
Gabriel,79242,2021,2022-11-13,0,90,Away
Gabriel,79242,2021,2022-01-20,0,69,Away
Gabriel,79242,2021,2021-08-29,1,90,Home
Gabriel,79242,2021,2021-09-10,0,90,Away
Gabriel,79242,2021,2021-09-18,1,90,Home
Gabriel,79242,2021,2021-09-21,0,90,Away
Gabriel,79242,2021,2021-09-25,0,90,Away
Gabriel,79242,2021,2021-10-01,1,90,Home
Gabriel,79242,2021,2021-10-16,0,90,Away
Gabriel,79242,2021,2021-10-23,1,90,Home
Gabriel,79242,2021,2021-11-07,1,90,Home
Gabriel,79242,2021,2021-11-20,0,90,Away
Gabriel,79242,2021,2021-11-26,1,90,Home
Gabriel,79242,2021,2021-11-30,0,90,Away
Gabriel,79242,2021,2021-12-04,1,90,Home
Gabriel,79242,2021,2021-12-11,0,90,Away
Gabriel,79242,2021,2022-01-16,0,90,Away
Gabriel,79242,2021,2022-01-23,1,90,Home
Gabriel,79242,2021,2022-01-26,1,90,Home
Gabriel,79242,2021,2022-02-05,0,90,Away
Gabriel,79242,2021,2022-02-13,1,90,Home
Gabriel,79242,2021,2022-02-16,0,90,Away
Gabriel,79242,2021,2022-02-20,1,90,Home
Gabriel,79242,2021,2022-02-23,1,90,Home
Gabriel,79242,2021,2022-02-27,0,90,Away
Gabriel,79242,2021,2022-03-02,1,90,Home
Gabriel,79242,2021,2022-03-06,0,62,Away
Gabriel,79242,2021,2022-04-09,1,90,Home
Gabriel,79242,2021,2022-04-18,0,90,Away
Gabriel,79242,2021,2022-04-25,1,90,Home
Gabriel,79242,2021,2022-04-30,0,90,Away
Gabriel,79242,2021,2022-05-06,1,90,Home
Léo Linck,742034,2023,2024-06-13,1,90,Home
Léo Linck,742034,2023,2024-06-16,1,90,Home
Léo Linck,742034,2023,2024-06-19,0,90,Away
Léo Linck,742034,2023,2024-06-23,1,90,Home
Léo Linck,742034,2023,2024-06-26,0,90,Away
Léo Linck,742034,2023,2024-06-30,0,90,Away
Léo Linck,742034,2023,2024-07-03,1,76,Home
Léo Linck,742034,2023,2024-07-10,1,90,Home
Léo Linck,742034,2023,2024-07-21,0,90,Away
Léo Linck,742034,2023,2024-07-28,0,90,Away
Léo Linck,742034,2023,2024-08-04,1,90,Home
Léo Linck,742034,2023,2024-08-11,0,90,Away
Léo Linck,742034,2023,2024-08-18,1,69,Home
Léo Linck,742034,2023,2024-08-26,0,90,Away
Léo Linck,742034,2023,2024-05-08,0,90,Away
Léo Linck,742034,2023,2024-07-18,0,90,Away
Léo Linck,742034,2023,2024-07-25,1,90,Home
Léo Linck,742034,2023,2024-08-15,1,90,Home
Léo Linck,742034,2023,2024-08-22,0,90,Away
Léo Linck,742034,2023,2024-07-31,1,90,Home
Léo Linck,742034,2023,2024-08-07,0,90,Away
Léo Linck,742034,2023,2024-08-29,0,90,Away
Léo Linck,742034,2023,2024-01-31,0,90,Away
Léo Linck,742034,2023,2024-02-03,1,90,Home
Léo Linck,742034,2023,2024-02-10,0,90,Away
Léo Linck,742034,2023,2024-03-27,1,90,Home
Léo Linck,742034,2022,2023-07-02,1,90,Home
Léo Linck,742034,2022,2023-08-27,1,90,Home
Léo Linck,742034,2022,2023-09-02,1,90,Home
Léo Linck,742034,2022,2023-09-13,0,90,Away
Léo Linck,742034,2022,2023-09-21,1,90,Home
Léo Linck,742034,2022,2023-02-11,1,90,Home
Léo Linck,742034,2022,2023-02-16,1,90,Home
Agustín Marchesín,54534,2023,2024-04-09,1,90,Home
Agustín Marchesín,54534,2023,2024-04-23,0,90,Away
Agustín Marchesín,54534,2023,2024-05-29,1,90,Home
Agustín Marchesín,54534,2023,2024-06-04,0,90,Away
Agustín Marchesín,54534,2023,2024-06-08,1,90,Home
Agustín Marchesín,54534,2023,2024-08-13,1,90,Home
Agustín Marchesín,54534,2023,2024-08-20,0,90,Away
Agustín Marchesín,54534,2023,2024-04-17,1,90,Home
Agustín Marchesín,54534,2023,2024-04-20,1,90,Home
Agustín Marchesín,54534,2023,2024-06-19,0,90,Away
Agustín Marchesín,54534,2023,2024-06-22,1,90,Home
Agustín Marchesín,54534,2023,2024-06-26,0,90,Away
Agustín Marchesín,54534,2023,2024-06-30,1,90,Home
Agustín Marchesín,54534,2023,2024-07-04,1,90,Home
Agustín Marchesín,54534,2023,2024-07-10,1,90,Home
Agustín Marchesín,54534,2023,2024-07-17,0,90,Away
Agustín Marchesín,54534,2023,2024-07-21,1,90,Home
Agustín Marchesín,54534,2023,2024-07-25,0,90,Away
Agustín Marchesín,54534,2023,2024-07-28,1,90,Home
Agustín Marchesín,54534,2023,2024-08-25,0,90,Away
Agustín Marchesín,54534,2023,2024-09-01,1,90,Home
Agustín Marchesín,54534,2023,2024-09-15,0,90,Away
Agustín Marchesín,54534,2023,2024-09-22,1,90,Home
Agustín Marchesín,54534,2023,2024-09-25,1,90,Home
Agustín Marchesín,54534,2023,2024-09-28,0,90,Away
Agustín Marchesín,54534,2023,2024-10-09,0,90,Away
Agustín Marchesín,54534,2023,2024-10-19,0,90,Away
Agustín Marchesín,54534,2023,2024-10-26,1,90,Home
Agustín Marchesín,54534,2023,2024-11-01,0,90,Away
Agustín Marchesín,54534,2023,2024-11-08,0,90,Away
Agustín Marchesín,54534,2023,2024-11-20,1,90,Home
Agustín Marchesín,54534,2023,2024-11-27,0,90,Away
Agustín Marchesín,54534,2023,2024-12-01,1,90,Home
Agustín Marchesín,54534,2023,2024-12-04,0,45,Away
Agustín Marchesín,54534,2023,2023-12-07,0,90,Away
Agustín Marchesín,54534,2023,2024-07-14,1,90,Home
Agustín Marchesín,54534,2023,2024-07-31,0,90,Away
Agustín Marchesín,54534,2023,2024-08-07,1,90,Home
Agustín Marchesín,54534,2023,2024-01-24,1,90,Home
Agustín Marchesín,54534,2023,2024-01-28,0,90,Away
Agustín Marchesín,54534,2023,2024-01-31,1,90,Home
Agustín Marchesín,54534,2023,2024-02-06,1,90,Home
Agustín Marchesín,54534,2023,2024-02-10,1,90,Home
Agustín Marchesín,54534,2023,2024-02-17,1,90,Home
Agustín Marchesín,54534,2023,2024-02-25,0,90,Away
Agustín Marchesín,54534,2022,2022-08-20,1,90,Home
Agustín Marchesín,54534,2022,2022-08-26,0,90,Away
Agustín Marchesín,54534,2022,2022-09-02,1,90,Home
Agustín Marchesín,54534,2022,2022-09-10,0,90,Away
Agustín Marchesín,54534,2022,2022-09-17,0,90,Away
Agustín Marchesín,54534,2022,2022-10-02,1,90,Home
Agustín Marchesín,54534,2022,2022-10-09,0,90,Away
Agustín Marchesín,54534,2022,2022-10-16,1,90,Home
Agustín Marchesín,54534,2022,2022-10-19,0,90,Away
Agustín Marchesín,54534,2022,2022-10-24,1,90,Home
Agustín Marchesín,54534,2022,2022-10-29,0,90,Away
Agustín Marchesín,54534,2022,2022-11-05,1,90,Home
Agustín Marchesín,54534,2022,2022-11-10,0,90,Away
Agustín Marchesín,54534,2022,2022-12-30,1,90,Home
Agustín Marchesín,54534,2022,2023-01-06,0,90,Away
Agustín Marchesín,54534,2022,2023-01-13,1,90,Home
Agustín Marchesín,54534,2022,2023-01-20,0,90,Away
Agustín Marchesín,54534,2022,2023-01-29,1,90,Home
Agustín Marchesín,54534,2022,2023-01-03,0,112,Away
Agustín Marchesín,54534,2021,2021-11-20,1,90,Home
Agustín Marchesín,54534,2021,2021-12-23,1,90,Home
Agustín Marchesín,54534,2021,2022-01-12,0,90,Away
Agustín Marchesín,54534,2021,2022-03-02,0,90,Away
Agustín Marchesín,54534,2021,2022-04-21,1,90,Home
Agustín Marchesín,54534,2021,2022-05-22,0,90,Away
Agustín Marchesín,54534,2023,2024-04-09,1,90,Home
Agustín Marchesín,54534,2023,2024-04-23,0,90,Away
Agustín Marchesín,54534,2023,2024-05-29,1,90,Home
Agustín Marchesín,54534,2023,2024-06-04,0,90,Away
Agustín Marchesín,54534,2023,2024-06-08,1,90,Home
Agustín Marchesín,54534,2023,2024-08-13,1,90,Home
Agustín Marchesín,54534,2023,2024-08-20,0,90,Away
Agustín Marchesín,54534,2023,2024-04-17,1,90,Home
Agustín Marchesín,54534,2023,2024-04-20,1,90,Home
Agustín Marchesín,54534,2023,2024-06-19,0,90,Away
Agustín Marchesín,54534,2023,2024-06-22,1,90,Home
Agustín Marchesín,54534,2023,2024-06-26,0,90,Away
Agustín Marchesín,54534,2023,2024-06-30,1,90,Home
Agustín Marchesín,54534,2023,2024-07-04,1,90,Home
Agustín Marchesín,54534,2023,2024-07-10,1,90,Home
Agustín Marchesín,54534,2023,2024-07-17,0,90,Away
Agustín Marchesín,54534,2023,2024-07-21,1,90,Home
Agustín Marchesín,54534,2023,2024-07-25,0,90,Away
Agustín Marchesín,54534,2023,2024-07-28,1,90,Home
Agustín Marchesín,54534,2023,2024-08-25,0,90,Away
Agustín Marchesín,54534,2023,2024-09-01,1,90,Home
Agustín Marchesín,54534,2023,2024-09-15,0,90,Away
Agustín Marchesín,54534,2023,2024-09-22,1,90,Home
Agustín Marchesín,54534,2023,2024-09-25,1,90,Home
Agustín Marchesín,54534,2023,2024-09-28,0,90,Away
Agustín Marchesín,54534,2023,2024-10-09,0,90,Away
Agustín Marchesín,54534,2023,2024-10-19,0,90,Away
Agustín Marchesín,54534,2023,2024-10-26,1,90,Home
Agustín Marchesín,54534,2023,2024-11-01,0,90,Away
Agustín Marchesín,54534,2023,2024-11-08,0,90,Away
Agustín Marchesín,54534,2023,2024-11-20,1,90,Home
Agustín Marchesín,54534,2023,2024-11-27,0,90,Away
Agustín Marchesín,54534,2023,2024-12-01,1,90,Home
Agustín Marchesín,54534,2023,2024-12-04,0,45,Away
Agustín Marchesín,54534,2023,2023-12-07,0,90,Away
Agustín Marchesín,54534,2023,2024-07-14,1,90,Home
Agustín Marchesín,54534,2023,2024-07-31,0,90,Away
Agustín Marchesín,54534,2023,2024-08-07,1,90,Home
Agustín Marchesín,54534,2023,2024-01-24,1,90,Home
Agustín Marchesín,54534,2023,2024-01-28,0,90,Away
Agustín Marchesín,54534,2023,2024-01-31,1,90,Home
Agustín Marchesín,54534,2023,2024-02-06,1,90,Home
Agustín Marchesín,54534,2023,2024-02-10,1,90,Home
Agustín Marchesín,54534,2023,2024-02-17,1,90,Home
Agustín Marchesín,54534,2023,2024-02-25,0,90,Away
Agustín Marchesín,54534,2022,2022-08-20,1,90,Home
Agustín Marchesín,54534,2022,2022-08-26,0,90,Away
Agustín Marchesín,54534,2022,2022-09-02,1,90,Home
Agustín Marchesín,54534,2022,2022-09-10,0,90,Away
Agustín Marchesín,54534,2022,2022-09-17,0,90,Away
Agustín Marchesín,54534,2022,2022-10-02,1,90,Home
Agustín Marchesín,54534,2022,2022-10-09,0,90,Away
Agustín Marchesín,54534,2022,2022-10-16,1,90,Home
Agustín Marchesín,54534,2022,2022-10-19,0,90,Away
Agustín Marchesín,54534,2022,2022-10-24,1,90,Home
Agustín Marchesín,54534,2022,2022-10-29,0,90,Away
Agustín Marchesín,54534,2022,2022-11-05,1,90,Home
Agustín Marchesín,54534,2022,2022-11-10,0,90,Away
Agustín Marchesín,54534,2022,2022-12-30,1,90,Home
Agustín Marchesín,54534,2022,2023-01-06,0,90,Away
Agustín Marchesín,54534,2022,2023-01-13,1,90,Home
Agustín Marchesín,54534,2022,2023-01-20,0,90,Away
Agustín Marchesín,54534,2022,2023-01-29,1,90,Home
Agustín Marchesín,54534,2022,2023-01-03,0,112,Away
Agustín Marchesín,54534,2021,2021-11-20,1,90,Home
Agustín Marchesín,54534,2021,2021-12-23,1,90,Home
Agustín Marchesín,54534,2021,2022-01-12,0,90,Away
Agustín Marchesín,54534,2021,2022-03-02,0,90,Away
Agustín Marchesín,54534,2021,2022-04-21,1,90,Home
Agustín Marchesín,54534,2021,2022-05-22,0,90,Away
Rafael,68097,2023,2024-04-10,1,90,Home
Rafael,68097,2023,2024-04-25,0,90,Away
Rafael,68097,2023,2024-05-08,0,90,Away
Rafael,68097,2023,2024-05-16,1,90,Home
Rafael,68097,2023,2024-05-29,1,90,Home
Rafael,68097,2023,2024-08-15,0,90,Away
Rafael,68097,2023,2024-08-22,1,90,Home
Rafael,68097,2023,2024-09-18,0,90,Away
Rafael,68097,2023,2024-09-25,1,90,Home
Rafael,68097,2023,2024-04-17,0,90,Away
Rafael,68097,2023,2024-04-21,0,90,Away
Rafael,68097,2023,2024-04-29,1,90,Home
Rafael,68097,2023,2024-05-05,0,90,Away
Rafael,68097,2023,2024-05-13,1,90,Home
Rafael,68097,2023,2024-06-02,1,90,Home
Rafael,68097,2023,2024-07-11,0,90,Away
Rafael,68097,2023,2024-07-17,1,90,Home
Rafael,68097,2023,2024-07-21,0,90,Away
Rafael,68097,2023,2024-07-24,1,90,Home
Rafael,68097,2023,2024-07-27,0,90,Away
Rafael,68097,2023,2024-08-03,1,90,Home
Rafael,68097,2023,2024-08-18,0,90,Away
Rafael,68097,2023,2024-09-01,0,90,Away
Rafael,68097,2023,2024-09-29,1,90,Home
Rafael,68097,2023,2024-10-05,0,90,Away
Rafael,68097,2023,2024-10-16,1,90,Home
Rafael,68097,2023,2024-10-26,0,90,Away
Rafael,68097,2023,2024-11-05,0,90,Away
Rafael,68097,2023,2024-11-09,1,90,Home
Rafael,68097,2023,2024-11-20,0,90,Away
Rafael,68097,2023,2024-11-23,1,90,Home
Rafael,68097,2023,2024-12-01,0,90,Away
Rafael,68097,2023,2024-12-04,1,90,Home
Rafael,68097,2023,2024-07-30,1,90,Home
Rafael,68097,2023,2024-08-08,0,90,Away
Rafael,68097,2023,2024-08-28,1,90,Home
Rafael,68097,2023,2024-09-12,0,90,Away
Rafael,68097,2023,2024-01-23,0,90,Away
Rafael,68097,2023,2024-01-30,0,90,Away
Rafael,68097,2023,2024-02-10,0,90,Away
Rafael,68097,2023,2024-02-14,1,90,Home
Rafael,68097,2023,2024-02-17,1,90,Home
Rafael,68097,2023,2024-02-25,0,90,Away
Rafael,68097,2023,2024-02-28,0,90,Away
Rafael,68097,2023,2024-03-03,1,90,Home
Rafael,68097,2023,2024-03-10,0,90,Away
Rafael,68097,2022,2023-04-22,1,90,Home
Rafael,68097,2022,2023-04-29,0,90,Away
Rafael,68097,2022,2023-05-07,1,90,Home
Rafael,68097,2022,2023-05-11,0,90,Away
Rafael,68097,2022,2023-05-14,0,90,Away
Rafael,68097,2022,2023-05-20,1,90,Home
Rafael,68097,2022,2023-05-27,1,90,Home
Rafael,68097,2022,2023-06-04,0,90,Away
Rafael,68097,2022,2023-06-11,1,90,Home
Rafael,68097,2022,2023-06-21,1,90,Home
Rafael,68097,2022,2023-06-24,0,90,Away
Rafael,68097,2022,2023-07-01,1,90,Home
Rafael,68097,2022,2023-07-16,1,90,Home
Rafael,68097,2022,2023-07-22,0,90,Away
Rafael,68097,2022,2023-07-30,1,90,Home
Rafael,68097,2022,2023-08-06,1,90,Home
Rafael,68097,2022,2023-08-27,0,90,Away
Rafael,68097,2022,2023-09-13,0,90,Away
Rafael,68097,2022,2023-09-30,1,90,Home
Rafael,68097,2022,2023-10-07,0,90,Away
Rafael,68097,2022,2023-10-18,0,90,Away
Rafael,68097,2022,2023-10-21,1,90,Home
Rafael,68097,2022,2023-10-25,0,90,Away
Rafael,68097,2022,2023-10-29,0,90,Away
Rafael,68097,2022,2023-11-02,1,90,Home
Rafael,68097,2022,2023-11-08,1,90,Home
Rafael,68097,2022,2023-11-12,0,90,Away
Rafael,68097,2022,2023-11-22,0,90,Away
Rafael,68097,2022,2023-11-26,1,90,Home
Rafael,68097,2022,2023-11-29,0,90,Away
Rafael,68097,2022,2023-12-02,0,90,Away
Rafael,68097,2022,2023-12-06,1,90,Home
Rafael,68097,2022,2023-04-18,1,90,Home
Rafael,68097,2022,2023-05-02,0,90,Away
Rafael,68097,2022,2023-05-23,0,90,Away
Rafael,68097,2022,2023-06-08,1,90,Home
Rafael,68097,2022,2023-06-27,1,90,Home
Rafael,68097,2022,2023-08-03,0,90,Away
Rafael,68097,2022,2023-08-10,1,90,Home
Rafael,68097,2022,2023-08-24,0,90,Away
Rafael,68097,2022,2023-08-31,1,90,Home
Rafael,68097,2022,2023-04-25,0,90,Away
Rafael,68097,2022,2023-05-17,0,90,Away
Rafael,68097,2022,2023-06-01,1,90,Home
Rafael,68097,2022,2023-07-05,1,90,Home
Rafael,68097,2022,2023-07-13,0,90,Away
Rafael,68097,2022,2023-07-25,0,90,Away
Rafael,68097,2022,2023-08-16,1,90,Home
Rafael,68097,2022,2023-09-17,0,90,Away
Rafael,68097,2022,2023-09-24,1,90,Home
Rafael,68097,2022,2023-01-19,0,90,Away
Rafael,68097,2022,2023-01-22,0,90,Away
Rafael,68097,2022,2023-01-26,1,90,Home
Rafael,68097,2022,2023-01-29,1,90,Home
Rafael,68097,2022,2023-02-05,0,90,Away
Rafael,68097,2022,2023-02-08,0,90,Away
Rafael,68097,2022,2023-02-12,1,90,Home
Rafael,68097,2022,2023-02-15,1,90,Home
Rafael,68097,2022,2023-02-21,0,90,Away
Rafael,68097,2022,2023-02-25,1,90,Home
Rafael,68097,2022,2023-03-05,0,90,Away
Rafael,68097,2021,2022-05-19,1,90,Home
Rafael,68097,2021,2022-10-09,1,90,Home
Rafael,68097,2021,2022-05-22,0,90,Away
Rafael,68097,2021,2022-02-02,0,90,Away
Rafael,68097,2021,2022-02-09,0,90,Away
Rafael,68097,2021,2022-03-12,0,90,Away
Rafael,68097,2021,2022-03-19,1,90,Home
Rafael,68097,2021,2022-03-27,1,90,Home
Pedro Rangel,841263,2023,2024-06-22,0,90,Away
Pedro Rangel,841263,2023,2024-07-28,0,90,Away
Pedro Rangel,841263,2023,2024-08-03,1,90,Home
Pedro Rangel,841263,2023,2024-08-11,0,90,Away
Pedro Rangel,841263,2023,2024-09-21,0,90,Away
Pedro Rangel,841263,2023,2024-10-03,0,90,Away
Pedro Rangel,841263,2023,2024-07-31,1,90,Home
Pedro Rangel,841263,2023,2024-08-06,0,90,Away
Pedro Rangel,841263,2023,2024-02-15,1,45,Home
Pedro Rangel,841263,2022,2023-08-27,0,90,Away
Pedro Rangel,841263,2022,2023-09-30,0,90,Away
Pedro Rangel,841263,2022,2023-03-18,1,35,Home
Pedro Rangel,841263,2022,2023-01-17,1,90,Home
Pedro Rangel,841263,2022,2023-01-26,1,90,Home
Mateus Claus,733453,2023,2024-06-26,1,90,Home
Mateus Claus,733453,2023,2024-07-16,1,90,Home
Mateus Claus,733453,2023,2024-08-04,0,45,Away
Mateus Claus,733453,2023,2024-08-11,1,90,Home
Mateus Claus,733453,2023,2024-10-20,1,90,Home
Mateus Claus,733453,2023,2024-01-31,0,27,Away
Mateus Claus,733453,2022,2023-06-24,0,52,Away
Mateus Claus,733453,2022,2023-03-14,0,90,Away
Mateus Claus,733453,2022,2023-02-11,0,90,Away
Mateus Claus,733453,2022,2023-04-02,1,3,Home
Mateus Claus,733453,2021,2022-07-29,1,90,Home
Mateus Claus,733453,2021,2022-08-06,1,90,Home
Mateus Claus,733453,2021,2022-08-31,0,90,Away
Mateus Claus,733453,2021,2022-09-03,1,90,Home
Mateus Claus,733453,2021,2022-09-08,0,90,Away
Mateus Claus,733453,2021,2022-09-12,0,90,Away
Mateus Claus,733453,2021,2022-09-24,1,90,Home
Mateus Claus,733453,2021,2022-09-30,0,90,Away
