Player Name,Player Id,Season,Date,Home-Game,Minutes Played
Hugo Souza,574901,2023,31/07/24,1,90'
Hugo Souza,574901,2023,07/08/24,0,90'
Hugo Souza,574901,2023,29/08/24,0,90'
Hugo Souza,574901,2023,11/09/24,1,90'
Hugo Souza,574901,2023,02/10/24,0,90'
Hugo Souza,574901,2023,20/10/24,1,90'
Hugo Souza,574901,2023,13/08/23,0,90'
Hugo Souza,574901,2023,19/08/23,1,90'
Hugo Souza,574901,2023,26/08/23,0,90'
Hugo Souza,574901,2023,03/09/23,1,90'
Hugo Souza,574901,2023,18/09/23,0,90'
Hugo Souza,574901,2023,24/09/23,1,90'
Hugo Souza,574901,2023,01/10/23,0,90'
Hugo Souza,574901,2023,07/10/23,1,90'
Hugo Souza,574901,2023,28/10/23,0,90'
Hugo Souza,574901,2023,04/11/23,1,90'
Hugo Souza,574901,2023,11/11/23,0,90'
Hugo Souza,574901,2023,07/01/24,0,90'
Hugo Souza,574901,2023,13/01/24,1,90'
Hugo Souza,574901,2023,21/01/24,1,90'
Hugo Souza,574901,2023,31/01/24,0,90'
Hugo Souza,574901,2023,04/02/24,1,90'
Hugo Souza,574901,2023,10/02/24,0,90'
Hugo Souza,574901,2023,17/02/24,1,90'
Hugo Souza,574901,2023,24/02/24,0,90'
Hugo Souza,574901,2023,01/03/24,1,90'
Hugo Souza,574901,2023,11/03/24,0,90'
Hugo Souza,574901,2023,17/03/24,1,90'
Hugo Souza,574901,2023,29/03/24,0,90'
Hugo Souza,574901,2023,15/04/24,0,90'
Hugo Souza,574901,2023,21/04/24,1,90'
Hugo Souza,574901,2023,27/04/24,0,90'
Hugo Souza,574901,2023,22/07/23,0,90'
Hugo Souza,574901,2021,05/04/22,0,90'
Hugo Souza,574901,2021,17/05/22,1,90'
Hugo Souza,574901,2021,24/05/22,1,90'
Hugo Souza,574901,2021,09/04/22,0,90'
Hugo Souza,574901,2021,17/04/22,1,90'
Hugo Souza,574901,2021,20/04/22,1,90'
Hugo Souza,574901,2021,23/04/22,0,90'
Hugo Souza,574901,2021,08/05/22,1,90'
Hugo Souza,574901,2021,14/05/22,0,90'
Hugo Souza,574901,2021,21/05/22,1,90'
Hugo Souza,574901,2021,29/05/22,0,90'
Hugo Souza,574901,2021,05/06/22,1,90'
Hugo Souza,574901,2021,08/06/22,0,90'
Hugo Souza,574901,2021,22/10/22,0,90'
Hugo Souza,574901,2021,02/11/22,1,90'
Hugo Souza,574901,2021,06/11/22,0,90'
Hugo Souza,574901,2021,09/11/22,0,90'
Hugo Souza,574901,2021,13/11/22,1,25'
Hugo Souza,574901,2021,11/05/22,1,90'
Hugo Souza,574901,2021,20/02/22,0,120'
Hugo Souza,574901,2021,16/03/22,0,90'
Hugo Souza,574901,2021,20/03/22,1,90'
Hugo Souza,574901,2021,30/03/22,1,90'
Hugo Souza,574901,2021,02/04/22,0,90'
Hugo Souza,574901,2021,02/02/22,1,90'
Hugo Souza,574901,2021,06/02/22,1,90'
Hugo Souza,574901,2021,10/02/22,0,90'
Hugo Souza,574901,2021,13/02/22,1,90'
Hugo Souza,574901,2021,22/02/22,0,90'
Hugo Souza,574901,2021,06/03/22,1,90'
Hugo Souza,574901,2021,12/03/22,0,90'
Cleiton,468247,2023,20/02/24,0,90'
Cleiton,468247,2023,27/02/24,1,90'
Cleiton,468247,2023,06/03/24,0,90'
Cleiton,468247,2023,13/03/24,1,90'
Cleiton,468247,2023,13/04/24,0,45'
Cleiton,468247,2023,20/04/24,1,90'
Cleiton,468247,2023,28/04/24,0,90'
Cleiton,468247,2023,04/05/24,1,90'
Cleiton,468247,2023,12/05/24,0,90'
Cleiton,468247,2023,01/06/24,0,90'
Cleiton,468247,2023,11/06/24,1,90'
Cleiton,468247,2023,15/06/24,1,90'
Cleiton,468247,2023,20/06/24,0,90'
Cleiton,468247,2023,23/06/24,1,90'
Cleiton,468247,2023,29/06/24,0,90'
Cleiton,468247,2023,03/07/24,1,90'
Cleiton,468247,2023,06/07/24,0,90'
Cleiton,468247,2023,13/07/24,0,90'
Cleiton,468247,2023,21/07/24,1,45'
Cleiton,468247,2023,25/08/24,0,90'
Cleiton,468247,2023,28/08/24,0,90'
Cleiton,468247,2023,01/09/24,1,90'
Cleiton,468247,2023,15/09/24,1,90'
Cleiton,468247,2023,22/09/24,0,90'
Cleiton,468247,2023,25/09/24,1,90'
Cleiton,468247,2023,29/09/24,0,90'
Cleiton,468247,2023,05/10/24,1,90'
Cleiton,468247,2023,26/10/24,1,90'
Cleiton,468247,2023,02/11/24,1,90'
Cleiton,468247,2023,09/11/24,0,90'
Cleiton,468247,2023,20/11/24,1,90'
Cleiton,468247,2023,24/11/24,0,90'
Cleiton,468247,2023,01/12/24,1,90'
Cleiton,468247,2023,05/12/24,0,90'
Cleiton,468247,2023,03/04/24,1,90'
Cleiton,468247,2023,10/04/24,0,90'
Cleiton,468247,2023,24/04/24,1,90'
Cleiton,468247,2023,09/05/24,1,90'
Cleiton,468247,2023,16/05/24,0,90'
Cleiton,468247,2023,28/05/24,0,90'
Cleiton,468247,2023,17/07/24,0,90'
Cleiton,468247,2023,24/07/24,1,90'
Cleiton,468247,2023,01/05/24,0,90'
Cleiton,468247,2023,21/05/24,1,90'
Cleiton,468247,2023,31/07/24,0,90'
Cleiton,468247,2023,07/08/24,1,90'
Cleiton,468247,2023,20/01/24,1,90'
Cleiton,468247,2023,24/01/24,0,90'
Cleiton,468247,2023,27/01/24,1,90'
Cleiton,468247,2023,31/01/24,1,90'
Cleiton,468247,2023,04/02/24,0,90'
Cleiton,468247,2023,07/02/24,0,90'
Cleiton,468247,2023,10/02/24,1,90'
Cleiton,468247,2023,14/02/24,1,90'
Cleiton,468247,2023,03/03/24,1,90'
Cleiton,468247,2023,17/03/24,1,90'
Cleiton,468247,2023,27/03/24,0,90'
Cleiton,468247,2022,10/05/23,1,90'
Cleiton,468247,2022,13/05/23,0,90'
Cleiton,468247,2022,20/05/23,1,90'
Cleiton,468247,2022,29/05/23,1,90'
Cleiton,468247,2022,04/06/23,0,90'
Cleiton,468247,2022,10/06/23,0,90'
Cleiton,468247,2022,25/06/23,1,90'
Cleiton,468247,2022,02/07/23,0,90'
Cleiton,468247,2022,09/07/23,1,90'
Cleiton,468247,2022,15/07/23,0,90'
Cleiton,468247,2022,23/07/23,1,90'
Cleiton,468247,2022,29/07/23,0,90'
Cleiton,468247,2022,06/08/23,0,90'
Cleiton,468247,2022,14/08/23,1,90'
Cleiton,468247,2022,20/08/23,0,90'
Cleiton,468247,2022,27/08/23,1,90'
Cleiton,468247,2022,03/09/23,0,90'
Cleiton,468247,2022,14/09/23,1,90'
Cleiton,468247,2022,19/09/23,0,90'
Cleiton,468247,2022,01/10/23,1,90'
Cleiton,468247,2022,08/10/23,0,90'
Cleiton,468247,2022,19/10/23,0,90'
Cleiton,468247,2022,22/10/23,1,90'
Cleiton,468247,2022,25/10/23,1,90'
Cleiton,468247,2022,02/11/23,0,90'
Cleiton,468247,2022,05/11/23,1,90'
Cleiton,468247,2022,08/11/23,0,90'
Cleiton,468247,2022,12/11/23,1,90'
Cleiton,468247,2022,23/11/23,0,90'
Cleiton,468247,2022,26/11/23,0,90'
Cleiton,468247,2022,30/11/23,1,90'
Cleiton,468247,2022,03/12/23,1,90'
Cleiton,468247,2022,06/12/23,0,90'
Cleiton,468247,2022,02/05/23,1,90'
Cleiton,468247,2022,25/05/23,0,90'
Cleiton,468247,2022,07/06/23,0,90'
Cleiton,468247,2022,28/06/23,1,90'
Cleiton,468247,2022,03/08/23,0,90'
Cleiton,468247,2022,10/08/23,1,90'
Cleiton,468247,2022,01/03/23,0,90'
Cleiton,468247,2022,15/03/23,0,90'
Cleiton,468247,2022,15/01/23,1,90'
Cleiton,468247,2022,18/01/23,0,90'
Cleiton,468247,2022,21/01/23,0,90'
Cleiton,468247,2022,25/01/23,1,90'
Cleiton,468247,2022,28/01/23,1,90'
Cleiton,468247,2022,04/02/23,0,90'
Cleiton,468247,2022,08/02/23,1,90'
Cleiton,468247,2022,22/02/23,0,90'
Cleiton,468247,2022,25/02/23,1,90'
Cleiton,468247,2022,05/03/23,0,90'
Cleiton,468247,2022,12/03/23,1,90'
Cleiton,468247,2022,20/03/23,0,120'
Cleiton,468247,2021,06/04/22,1,90'
Cleiton,468247,2021,14/04/22,0,90'
Cleiton,468247,2021,26/04/22,0,90'
Cleiton,468247,2021,05/05/22,1,90'
Cleiton,468247,2021,17/05/22,1,90'
Cleiton,468247,2021,24/05/22,0,90'
Cleiton,468247,2021,11/04/22,0,90'
Cleiton,468247,2021,17/04/22,1,90'
Cleiton,468247,2021,23/04/22,1,90'
Cleiton,468247,2021,30/04/22,0,90'
Cleiton,468247,2021,08/05/22,1,90'
Cleiton,468247,2021,11/05/22,1,90'
Cleiton,468247,2021,14/05/22,0,90'
Cleiton,468247,2021,28/05/22,0,90'
Cleiton,468247,2021,05/06/22,1,90'
Cleiton,468247,2021,08/06/22,1,90'
Cleiton,468247,2021,11/06/22,0,90'
Cleiton,468247,2021,15/06/22,1,90'
Cleiton,468247,2021,18/06/22,0,90'
Cleiton,468247,2021,25/06/22,0,90'
Cleiton,468247,2021,02/07/22,1,90'
Cleiton,468247,2021,09/07/22,1,90'
Cleiton,468247,2021,17/07/22,0,90'
Cleiton,468247,2021,20/07/22,1,90'
Cleiton,468247,2021,31/07/22,1,90'
Cleiton,468247,2021,06/08/22,0,90'
Cleiton,468247,2021,14/08/22,0,90'
Cleiton,468247,2021,21/08/22,1,90'
Cleiton,468247,2021,29/08/22,0,90'
Cleiton,468247,2021,03/09/22,1,90'
Cleiton,468247,2021,10/09/22,0,90'
Cleiton,468247,2021,18/09/22,1,90'
Cleiton,468247,2021,28/09/22,0,90'
Cleiton,468247,2021,01/10/22,0,90'
Cleiton,468247,2021,05/10/22,1,90'
Cleiton,468247,2021,09/10/22,0,90'
Cleiton,468247,2021,17/10/22,1,90'
Cleiton,468247,2021,22/10/22,1,90'
Cleiton,468247,2021,26/10/22,0,90'
Cleiton,468247,2021,02/11/22,0,90'
Cleiton,468247,2021,05/11/22,1,90'
Cleiton,468247,2021,09/11/22,0,90'
Cleiton,468247,2021,13/11/22,1,90'
